ID	Condition	Scenario	CurrentTime	Studypart	Code	TrialType	Delay	Picture	Trialnumber	RT	Stage_number	Stage	Y_coordinate	RespCorrect	Congruency	Session	Consequence_1	Consequence_2
1234		Imagine you feel sad.	2023-09-05/12:00:58	PRACTICE	PRACTICE_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_8_1_t.jpg	1	0.0009494999831076711	1	baseline	0	0	congruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:00:58	PRACTICE	PRACTICE_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_8_1_t.jpg	1	36.86852119999821	2	push1	-0.21367	0	congruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:00:58	PRACTICE	PRACTICE_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_8_1_t.jpg	1	36.88530999998329	3	push2	-0.36992	0	congruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:00:58	PRACTICE	PRACTICE_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_8_1_t.jpg	1	36.918678499991074	4	push3	-0.59646	0	congruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:00:58	PRACTICE	PRACTICE_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_8_1_t.jpg	1	36.93518969998695	5	push4	-0.75271	0	congruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:00:58	PRACTICE	PRACTICE_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_8_1_t.jpg	1	36.96785929999896	5	stage_final	-1.0	1	congruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:01:41	PRACTICE	PRACTICE_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_8_1_t.jpg	2	0.000911299983272329	1	baseline	-5e-05	0	congruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:01:41	PRACTICE	PRACTICE_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_8_1_t.jpg	2	5.783796199975768	2	pull2	0.30736	0	congruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:01:41	PRACTICE	PRACTICE_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_8_1_t.jpg	2	5.817606500000693	3	pull3	0.5574	0	congruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:01:41	PRACTICE	PRACTICE_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_8_1_t.jpg	2	5.833955299982335	4	pull4	0.71365	0	congruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:01:41	PRACTICE	PRACTICE_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_8_1_t.jpg	2	5.866362899978412	4	stage_final	0.96365	1	congruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:01:57	ASSESSMENT	PREAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_8_1_t.jpg	3	0.000836799998069182	1	baseline	-5e-05	0	incongruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:01:57	ASSESSMENT	PREAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_8_1_t.jpg	3	0.6509989999758545	2	push2	-0.30742	0	incongruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:01:57	ASSESSMENT	PREAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_8_1_t.jpg	3	0.684204299992416	3	push3	-0.58865	0	incongruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:01:57	ASSESSMENT	PREAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_8_1_t.jpg	3	0.7006663999927696	4	push4	-0.71365	0	incongruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:01:57	ASSESSMENT	PREAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_8_1_t.jpg	3	0.7334609999961685	4	stage_final	-0.96365	1	incongruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:01:58	ASSESSMENT	PREAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Liquor/l_6_1_t.jpg	4	0.0009390000195708126	1	baseline	-5e-05	0	congruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:01:58	ASSESSMENT	PREAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Liquor/l_6_1_t.jpg	4	0.4666225000109989	2	push1	-0.24492	0	congruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:01:58	ASSESSMENT	PREAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Liquor/l_6_1_t.jpg	4	0.48368800000753254	3	push2	-0.40117	0	congruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:01:58	ASSESSMENT	PREAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Liquor/l_6_1_t.jpg	4	0.5012133000127506	4	push3	-0.52615	0	congruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:01:58	ASSESSMENT	PREAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Liquor/l_6_1_t.jpg	4	0.5332972000178415	5	push4	-0.77615	0	congruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:01:58	ASSESSMENT	PREAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Liquor/l_6_1_t.jpg	4	0.5659990000131074	5	stage_final	-1.0	1	congruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:02:05	ASSESSMENT	PREAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_a/alcoholic/Wine/w_03_1_1_a.jpg	5	0.0007131000165827572	1	baseline	-5e-05	0	congruent	1	being more healthy	Relationship with your family
1234		Imagine you feel sad.	2023-09-05/12:02:05	ASSESSMENT	PREAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_a/alcoholic/Wine/w_03_1_1_a.jpg	5	1.1337497000058647	2	push1	-0.21367	0	congruent	1	being more healthy	Relationship with your family
